"gene"	"gene_simple"	"SGD_ID"	"gene_type"	"exist_s288c"	"GEM"
"6963-YOL166C"	"YOL166C"	"S000005526"	"Variable"	"S288C"	"NO"
"6964-YOL166W-A"	"YOL166W-A"	"S000028709"	"Variable"	"S288C"	"NO"
"6965-YOR001W"	"YOR001W"	"S000005527"	"core_gene"	"S288C"	"NO"
"6966-YOR002W"	"YOR002W"	"S000005528"	"core_gene"	"S288C"	"YES"
"6967-YOR003W"	"YOR003W"	"S000005529"	"core_gene"	"S288C"	"NO"
"6968-YOR004W"	"YOR004W"	"S000005530"	"core_gene"	"S288C"	"NO"
"6969-YOR005C"	"YOR005C"	"S000005531"	"core_gene"	"S288C"	"NO"
"6970-YOR006C"	"YOR006C"	"S000005532"	"core_gene"	"S288C"	"NO"
"6971-YOR007C"	"YOR007C"	"S000005533"	"core_gene"	"S288C"	"NO"
"6972-YOR008C"	"YOR008C"	"S000005534"	"core_gene"	"S288C"	"NO"
"6973-YOR008C-A"	"YOR008C-A"	"S000006431"	"Variable"	"S288C"	"NO"
"6974-YOR008W-B"	"YOR008W-B"	"S000007628"	"core_gene"	"S288C"	"NO"
"6975-YOR009W_NumOfGenes_2"	"YOR009W"	"S000005535"	"Variable"	"S288C"	"NO"
"6976-YOR010C"	"YOR010C"	"S000005536"	"Variable"	"S288C"	"NO"
"6977-YOR011W"	"YOR011W"	"S000005537"	"core_gene"	"S288C"	"YES"
"6978-YOR011W-A"	"YOR011W-A"	"S000028581"	"core_gene"	"S288C"	"NO"
"6979-YOR012W"	"YOR012W"	"S000005538"	"core_gene"	"S288C"	"NO"
"6980-YOR013W"	"YOR013W"	"S000005539"	"Variable"	"S288C"	"NO"
"6981-YOR014W"	"YOR014W"	"S000005540"	"core_gene"	"S288C"	"NO"
"6982-YOR015W"	"YOR015W"	"S000005541"	"core_gene"	"S288C"	"NO"
"6983-YOR016C"	"YOR016C"	"S000005542"	"core_gene"	"S288C"	"NO"
"6984-YOR017W"	"YOR017W"	"S000005543"	"core_gene"	"S288C"	"NO"
"6985-YOR018W"	"YOR018W"	"S000005544"	"core_gene"	"S288C"	"NO"
"6986-YOR019W"	"YOR019W"	"S000005545"	"core_gene"	"S288C"	"NO"
"6987-YOR020C"	"YOR020C"	"S000005546"	"core_gene"	"S288C"	"NO"
"6988-YOR020W-A"	"YOR020W-A"	"S000028526"	"core_gene"	"S288C"	"NO"
"6989-YOR021C"	"YOR021C"	"S000005547"	"core_gene"	"S288C"	"NO"
"6990-YOR022C"	"YOR022C"	"S000005548"	"core_gene"	"S288C"	"NO"
"6991-YOR023C"	"YOR023C"	"S000005549"	"core_gene"	"S288C"	"NO"
"6992-YOR024W"	"YOR024W"	"S000005550"	"core_gene"	"S288C"	"NO"
"6993-YOR025W"	"YOR025W"	"S000005551"	"core_gene"	"S288C"	"YES"
"6994-YOR026W"	"YOR026W"	"S000005552"	"core_gene"	"S288C"	"NO"
"6995-YOR027W"	"YOR027W"	"S000005553"	"core_gene"	"S288C"	"NO"
"6996-YOR028C"	"YOR028C"	"S000005554"	"core_gene"	"S288C"	"NO"
"6997-YOR029W"	"YOR029W"	"S000005555"	"Variable"	"S288C"	"NO"
"6998-YOR030W"	"YOR030W"	"S000005556"	"core_gene"	"S288C"	"NO"
"6999-YOR031W"	"YOR031W"	NA	"core_gene"	"S288C"	"NO"
"7000-YOR032C"	"YOR032C"	"S000005558"	"core_gene"	"S288C"	"NO"
"7001-YOR032W-A"	"YOR032W-A"	"S000028710"	"core_gene"	"S288C"	"NO"
"7002-YOR033C"	"YOR033C"	"S000005559"	"core_gene"	"S288C"	"NO"
"7003-YOR034C"	"YOR034C"	"S000005560"	"core_gene"	"S288C"	"NO"
"7004-YOR034C-A"	"YOR034C-A"	"S000028856"	"core_gene"	"S288C"	"NO"
"7005-YOR035C"	"YOR035C"	"S000005561"	"core_gene"	"S288C"	"NO"
"7006-YOR036W"	"YOR036W"	"S000005562"	"core_gene"	"S288C"	"NO"
"7007-YOR037W"	"YOR037W"	"S000005563"	"core_gene"	"S288C"	"NO"
"7008-YOR038C"	"YOR038C"	"S000005564"	"core_gene"	"S288C"	"NO"
"7009-YOR039W"	"YOR039W"	"S000005565"	"core_gene"	"S288C"	"NO"
"7010-YOR040W"	"YOR040W"	"S000005566"	"core_gene"	"S288C"	"YES"
"7011-YOR042W_NumOfGenes_2"	"YOR042W"	"S000005568"	"core_gene"	"S288C"	"NO"
"7012-YOR043W"	"YOR043W"	"S000005569"	"core_gene"	"S288C"	"NO"
"7013-YOR044W"	"YOR044W"	"S000005570"	"core_gene"	"S288C"	"NO"
"7014-YOR045W"	"YOR045W"	"S000005571"	"core_gene"	"S288C"	"NO"
"7015-YOR046C"	"YOR046C"	"S000005572"	"core_gene"	"S288C"	"NO"
"7016-YOR047C"	"YOR047C"	"S000005573"	"core_gene"	"S288C"	"NO"
"7017-YOR048C"	"YOR048C"	"S000005574"	"core_gene"	"S288C"	"NO"
"7018-YOR049C"	"YOR049C"	"S000005575"	"core_gene"	"S288C"	"NO"
"7019-YOR050C"	"YOR050C"	"S000005576"	"core_gene"	"S288C"	"NO"
"7020-YOR051C"	"YOR051C"	"S000005577"	"core_gene"	"S288C"	"NO"
"7021-YOR052C"	"YOR052C"	"S000005578"	"core_gene"	"S288C"	"NO"
"7022-YOR054C_NumOfGenes_3"	"YOR054C"	"S000005580"	"core_gene"	"S288C"	"YES"
"7023-YOR056C"	"YOR056C"	"S000005582"	"core_gene"	"S288C"	"NO"
"7024-YOR057W"	"YOR057W"	"S000005583"	"core_gene"	"S288C"	"NO"
"7025-YOR058C"	"YOR058C"	"S000005584"	"core_gene"	"S288C"	"NO"
"7026-YOR059C"	"YOR059C"	"S000005585"	"core_gene"	"S288C"	"NO"
"7027-YOR060C"	"YOR060C"	"S000005586"	"core_gene"	"S288C"	"NO"
"7028-YOR061W"	"YOR061W"	"S000005587"	"core_gene"	"S288C"	"NO"
"7029-YOR062C"	"YOR062C"	"S000005588"	"core_gene"	"S288C"	"NO"
"7030-YOR063W"	"YOR063W"	"S000005589"	"core_gene"	"S288C"	"NO"
"7031-YOR064C"	"YOR064C"	"S000005590"	"core_gene"	"S288C"	"NO"
"7032-YOR065W"	"YOR065W"	"S000005591"	"core_gene"	"S288C"	"YES"
"7033-YOR066W"	"YOR066W"	"S000005592"	"core_gene"	"S288C"	"NO"
"7034-YOR067C"	"YOR067C"	"S000005593"	"core_gene"	"S288C"	"YES"
"7035-YOR068C_NumOfGenes_2"	"YOR068C"	"S000005594"	"core_gene"	"S288C"	"NO"
"7036-YOR070C"	"YOR070C"	"S000005596"	"core_gene"	"S288C"	"NO"
"7037-YOR071C"	"YOR071C"	"S000005597"	"core_gene"	"S288C"	"YES"
"7038-YOR072W"	"YOR072W"	"S000005598"	"core_gene"	"S288C"	"NO"
"7039-YOR072W-A"	"YOR072W-A"	"S000028582"	"core_gene"	"S288C"	"NO"
"7040-YOR072W-B"	"YOR072W-B"	"S000028516"	"Variable"	"S288C"	"NO"
"7041-YOR073W"	"YOR073W"	"S000005599"	"core_gene"	"S288C"	"NO"
"7042-YOR074C_NumOfGenes_2"	"YOR074C"	"S000005600"	"core_gene"	"S288C"	"YES"
"7043-YOR075W"	"YOR075W"	"S000005601"	"core_gene"	"S288C"	"NO"
"7044-YOR076C"	"YOR076C"	"S000005602"	"core_gene"	"S288C"	"NO"
"7045-YOR077W"	"YOR077W"	"S000005603"	"core_gene"	"S288C"	"NO"
"7046-YOR078W"	"YOR078W"	"S000005604"	"core_gene"	"S288C"	"NO"
"7047-YOR079C"	"YOR079C"	"S000005605"	"core_gene"	"S288C"	"NO"
"7048-YOR080W"	"YOR080W"	"S000005606"	"core_gene"	"S288C"	"NO"
"7049-YOR081C"	"YOR081C"	"S000005607"	"Variable"	"S288C"	"YES"
"7050-YOR082C"	"YOR082C"	"S000005608"	"Variable"	"S288C"	"NO"
"7051-YOR083W"	"YOR083W"	"S000005609"	"Variable"	"S288C"	"NO"
"7052-YOR084W"	"YOR084W"	"S000005610"	"Variable"	"S288C"	"NO"
"7053-YOR085W"	"YOR085W"	"S000005611"	"Variable"	"S288C"	"YES"
"7054-YOR086C"	"YOR086C"	"S000005612"	"Variable"	"S288C"	"NO"
"7055-YOR087W"	"YOR087W"	"S000005613"	"core_gene"	"S288C"	"NO"
"7056-YOR089C"	"YOR089C"	"S000005615"	"core_gene"	"S288C"	"NO"
"7057-YOR090C"	"YOR090C"	"S000005616"	"core_gene"	"S288C"	"NO"
"7058-YOR091W"	"YOR091W"	"S000005617"	"core_gene"	"S288C"	"NO"
"7059-YOR092W"	"YOR092W"	"S000005618"	"core_gene"	"S288C"	"NO"
"7060-YOR093C"	"YOR093C"	"S000005619"	"core_gene"	"S288C"	"NO"
"7061-YOR094W"	"YOR094W"	"S000005620"	"core_gene"	"S288C"	"NO"
"7062-YOR095C"	"YOR095C"	"S000005621"	"core_gene"	"S288C"	"YES"
"7063-YOR096W_NumOfGenes_2"	"YOR096W"	"S000005622"	"core_gene"	"S288C"	"NO"
"7064-YOR097C"	"YOR097C"	"S000005623"	"core_gene"	"S288C"	"NO"
"7065-YOR098C"	"YOR098C"	"S000005624"	"core_gene"	"S288C"	"NO"
"7066-YOR099W"	"YOR099W"	"S000005625"	"core_gene"	"S288C"	"YES"
"7067-YOR100C"	"YOR100C"	"S000005626"	"core_gene"	"S288C"	"YES"
"7068-YOR101W_NumOfGenes_2"	"YOR101W"	"S000005627"	"core_gene"	"S288C"	"NO"
"7069-YOR103C_NumOfGenes_2"	"YOR103C"	"S000005629"	"core_gene"	"S288C"	"YES"
"7070-YOR105W_NumOfGenes_2"	"YOR105W"	"S000005631"	"core_gene"	"S288C"	"NO"
"7071-YOR106W"	"YOR106W"	"S000005632"	"core_gene"	"S288C"	"NO"
"7072-YOR107W"	"YOR107W"	"S000005633"	"core_gene"	"S288C"	"NO"
"7073-YOR108W_NumOfGenes_2"	"YOR108W"	"S000005634"	"core_gene"	"S288C"	"YES"
"7074-YOR109W"	"YOR109W"	"S000005635"	"core_gene"	"S288C"	"YES"
"7075-YOR110W"	"YOR110W"	"S000005636"	"core_gene"	"S288C"	"NO"
"7076-YOR111W"	"YOR111W"	"S000005637"	"core_gene"	"S288C"	"NO"
"7077-YOR112W"	"YOR112W"	"S000005638"	"core_gene"	"S288C"	"NO"
"7078-YOR113W"	"YOR113W"	"S000005639"	"core_gene"	"S288C"	"NO"
"7079-YOR114W"	"YOR114W"	"S000005640"	"core_gene"	"S288C"	"NO"
"7080-YOR115C"	"YOR115C"	"S000005641"	"core_gene"	"S288C"	"NO"
"7081-YOR116C"	"YOR116C"	"S000005642"	"core_gene"	"S288C"	"YES"
"7082-YOR117W"	"YOR117W"	"S000005643"	"core_gene"	"S288C"	"NO"
"7083-YOR118W"	"YOR118W"	"S000005644"	"core_gene"	"S288C"	"NO"
"7084-YOR119C"	"YOR119C"	"S000005645"	"core_gene"	"S288C"	"NO"
"7085-YOR120W_NumOfGenes_2"	"YOR120W"	"S000005646"	"core_gene"	"S288C"	"YES"
"7086-YOR122C"	"YOR122C"	"S000005648"	"core_gene"	"S288C"	"NO"
"7087-YOR123C"	"YOR123C"	"S000005649"	"core_gene"	"S288C"	"NO"
"7088-YOR124C"	"YOR124C"	"S000005650"	"core_gene"	"S288C"	"NO"
"7089-YOR125C"	"YOR125C"	"S000005651"	"core_gene"	"S288C"	"YES"
"7090-YOR126C"	"YOR126C"	"S000005652"	"core_gene"	"S288C"	"YES"
"7091-YOR127W"	"YOR127W"	"S000005653"	"core_gene"	"S288C"	"NO"
"7092-YOR128C"	"YOR128C"	"S000005654"	"core_gene"	"S288C"	"YES"
"7093-YOR129C"	"YOR129C"	"S000005655"	"core_gene"	"S288C"	"NO"
"7094-YOR130C"	"YOR130C"	"S000005656"	"core_gene"	"S288C"	"YES"
"7095-YOR131C"	"YOR131C"	"S000005657"	"core_gene"	"S288C"	"NO"
"7096-YOR132W"	"YOR132W"	"S000005658"	"core_gene"	"S288C"	"NO"
"7097-YOR134W"	"YOR134W"	"S000005660"	"core_gene"	"S288C"	"NO"
"7098-YOR135C"	"YOR135C"	"S000005661"	"Variable"	"S288C"	"NO"
"7099-YOR136W"	"YOR136W"	"S000005662"	"core_gene"	"S288C"	"YES"
"7100-YOR137C"	"YOR137C"	"S000005663"	"core_gene"	"S288C"	"NO"
"7101-YOR138C"	"YOR138C"	"S000005664"	"core_gene"	"S288C"	"NO"
"7102-YOR140W_NumOfGenes_2"	"YOR140W"	"S000005666"	"Variable"	"S288C"	"NO"
"7103-YOR141C"	"YOR141C"	"S000005667"	"core_gene"	"S288C"	"NO"
"7104-YOR142W"	"YOR142W"	"S000005668"	"core_gene"	"S288C"	"YES"
"7105-YOR143C"	"YOR143C"	"S000005669"	"core_gene"	"S288C"	"YES"
"7106-YOR144C"	"YOR144C"	"S000005670"	"core_gene"	"S288C"	"NO"
"7107-YOR145C_NumOfGenes_2"	"YOR145C"	"S000005671"	"core_gene"	"S288C"	"NO"
"7108-YOR147W"	"YOR147W"	"S000005673"	"core_gene"	"S288C"	"NO"
"7109-YOR148C"	"YOR148C"	"S000005674"	"core_gene"	"S288C"	"NO"
"7110-YOR149C"	"YOR149C"	"S000005675"	"core_gene"	"S288C"	"YES"
"7111-YOR150W"	"YOR150W"	"S000005676"	"core_gene"	"S288C"	"NO"
"7112-YOR151C"	"YOR151C"	"S000005677"	"core_gene"	"S288C"	"YES"
"7113-YOR152C"	"YOR152C"	"S000005678"	"core_gene"	"S288C"	"NO"
"7114-YOR153W"	"YOR153W"	"S000005679"	"core_gene"	"S288C"	"NO"
"7115-YOR154W"	"YOR154W"	"S000005680"	"core_gene"	"S288C"	"NO"
"7116-YOR155C"	"YOR155C"	"S000005681"	"core_gene"	"S288C"	"YES"
"7117-YOR156C"	"YOR156C"	"S000005682"	"core_gene"	"S288C"	"NO"
"7118-YOR157C"	"YOR157C"	"S000005683"	"core_gene"	"S288C"	"NO"
"7119-YOR158W"	"YOR158W"	"S000005684"	"core_gene"	"S288C"	"NO"
"7120-YOR159C"	"YOR159C"	"S000005685"	"core_gene"	"S288C"	"NO"
"7121-YOR160W"	"YOR160W"	"S000005686"	"core_gene"	"S288C"	"NO"
"7122-YOR161C_NumOfGenes_3"	"YOR161C"	"S000005687"	"Variable"	"S288C"	"YES"
"7123-YOR161C-C"	"YOR161C-C"	"S000028712"	"Variable"	"S288C"	"NO"
"7124-YOR162C"	"YOR162C"	"S000005688"	"Variable"	"S288C"	"NO"
"7125-YOR163W"	"YOR163W"	"S000005689"	"Variable"	"S288C"	"YES"
"7126-YOR164C"	"YOR164C"	"S000005690"	"Variable"	"S288C"	"NO"
"7127-YOR165W"	"YOR165W"	"S000005691"	"core_gene"	"S288C"	"NO"
"7128-YOR166C"	"YOR166C"	"S000005692"	"core_gene"	"S288C"	"NO"
"7129-YOR167C"	"YOR167C"	"S000005693"	"core_gene"	"S288C"	"NO"
"7130-YOR168W_NumOfGenes_2"	"YOR168W"	"S000005694"	"core_gene"	"S288C"	"YES"
"7131-YOR170W"	"YOR170W"	"S000005696"	"Variable"	"S288C"	"NO"
"7132-YOR171C"	"YOR171C"	"S000005697"	"core_gene"	"S288C"	"YES"
"7133-YOR172W"	"YOR172W"	"S000005698"	"core_gene"	"S288C"	"NO"
"7134-YOR173W"	"YOR173W"	"S000005699"	"core_gene"	"S288C"	"NO"
"7135-YOR174W"	"YOR174W"	"S000005700"	"core_gene"	"S288C"	"NO"
"7136-YOR175C"	"YOR175C"	"S000005701"	"core_gene"	"S288C"	"YES"
"7137-YOR176W"	"YOR176W"	"S000005702"	"core_gene"	"S288C"	"YES"
"7138-YOR177C"	"YOR177C"	"S000005703"	"core_gene"	"S288C"	"NO"
"7139-YOR178C"	"YOR178C"	"S000005704"	"core_gene"	"S288C"	"NO"
"7140-YOR179C"	"YOR179C"	"S000005705"	"core_gene"	"S288C"	"NO"
"7141-YOR180C"	"YOR180C"	"S000005706"	"core_gene"	"S288C"	"YES"
"7142-YOR181W"	"YOR181W"	"S000005707"	"core_gene"	"S288C"	"NO"
"7143-YOR182C"	"YOR182C"	"S000005708"	"Variable"	"S288C"	"NO"
"7144-YOR183W"	"YOR183W"	"S000005709"	"core_gene"	"S288C"	"NO"
"7145-YOR184W"	"YOR184W"	"S000005710"	"core_gene"	"S288C"	"YES"
"7146-YOR185C"	"YOR185C"	"S000005711"	"core_gene"	"S288C"	"NO"
"7147-YOR186W_NumOfGenes_2"	"YOR186W"	"S000005712"	"core_gene"	"S288C"	"NO"
"7148-YOR187W"	"YOR187W"	"S000005713"	"core_gene"	"S288C"	"NO"
"7149-YOR188W"	"YOR188W"	"S000005714"	"core_gene"	"S288C"	"NO"
"7150-YOR189W"	"YOR189W"	"S000005715"	"core_gene"	"S288C"	"NO"
"7151-YOR190W"	"YOR190W"	"S000005716"	"core_gene"	"S288C"	"YES"
"7152-YOR191W"	"YOR191W"	"S000005717"	"core_gene"	"S288C"	"NO"
"7153-YOR192C"	"YOR192C"	"S000005718"	"core_gene"	"S288C"	"YES"
"7154-YOR193W"	"YOR193W"	"S000005719"	"core_gene"	"S288C"	"NO"
"7155-YOR194C"	"YOR194C"	"S000005720"	"core_gene"	"S288C"	"NO"
"7156-YOR195W"	"YOR195W"	"S000005721"	"core_gene"	"S288C"	"NO"
"7157-YOR196C"	"YOR196C"	"S000005722"	"core_gene"	"S288C"	"YES"
"7158-YOR197W"	"YOR197W"	"S000005723"	"core_gene"	"S288C"	"NO"
"7159-YOR198C"	"YOR198C"	"S000005724"	"core_gene"	"S288C"	"NO"
"7160-YOR199W"	"YOR199W"	"S000005725"	"core_gene"	"S288C"	"NO"
"7161-YOR201C_NumOfGenes_2"	"YOR201C"	"S000005727"	"core_gene"	"S288C"	"NO"
"7162-YOR202W"	"YOR202W"	"S000005728"	"core_gene"	"S288C"	"YES"
"7163-YOR203W"	"YOR203W"	"S000005729"	"core_gene"	"S288C"	"NO"
"7164-YOR204W"	"YOR204W"	"S000005730"	"core_gene"	"S288C"	"NO"
"7165-YOR205C"	"YOR205C"	"S000005731"	"core_gene"	"S288C"	"NO"
"7166-YOR206W"	"YOR206W"	"S000005732"	"core_gene"	"S288C"	"NO"
"7167-YOR207C"	"YOR207C"	"S000005733"	"core_gene"	"S288C"	"YES"
"7168-YOR208W"	"YOR208W"	"S000005734"	"core_gene"	"S288C"	"NO"
"7169-YOR209C"	"YOR209C"	"S000005735"	"core_gene"	"S288C"	"YES"
"7170-YOR210W"	"YOR210W"	"S000005736"	"core_gene"	"S288C"	"YES"
"7171-YOR211C"	"YOR211C"	"S000005737"	"core_gene"	"S288C"	"NO"
"7172-YOR212W"	"YOR212W"	"S000005738"	"core_gene"	"S288C"	"NO"
"7173-YOR213C"	"YOR213C"	"S000005739"	"core_gene"	"S288C"	"NO"
"7174-YOR214C"	"YOR214C"	"S000005740"	"core_gene"	"S288C"	"NO"
"7175-YOR215C"	"YOR215C"	"S000005741"	"core_gene"	"S288C"	"NO"
"7176-YOR216C"	"YOR216C"	"S000005742"	"core_gene"	"S288C"	"NO"
"7177-YOR217W_NumOfGenes_2"	"YOR217W"	"S000005743"	"core_gene"	"S288C"	"NO"
"7178-YOR219C"	"YOR219C"	"S000005745"	"core_gene"	"S288C"	"NO"
"7179-YOR220W"	"YOR220W"	"S000005746"	"core_gene"	"S288C"	"NO"
"7180-YOR221C"	"YOR221C"	"S000005747"	"core_gene"	"S288C"	"YES"
"7181-YOR222W"	"YOR222W"	"S000005748"	"core_gene"	"S288C"	"YES"
"7182-YOR223W"	"YOR223W"	"S000005749"	"core_gene"	"S288C"	"NO"
"7183-YOR224C"	"YOR224C"	"S000005750"	"core_gene"	"S288C"	"YES"
"7184-YOR225W"	"YOR225W"	"S000005751"	"Variable"	"S288C"	"NO"
"7185-YOR226C"	"YOR226C"	"S000005752"	"core_gene"	"S288C"	"YES"
"7186-YOR227W"	"YOR227W"	"S000005753"	"core_gene"	"S288C"	"NO"
"7187-YOR228C"	"YOR228C"	"S000005754"	"core_gene"	"S288C"	"NO"
"7188-YOR229W"	"YOR229W"	"S000005755"	"core_gene"	"S288C"	"NO"
"7189-YOR230W"	"YOR230W"	"S000005756"	"core_gene"	"S288C"	"NO"
"7190-YOR231W_NumOfGenes_2"	"YOR231W"	"S000005757"	"core_gene"	"S288C"	"NO"
"7191-YOR232W"	"YOR232W"	"S000005758"	"core_gene"	"S288C"	"NO"
"7192-YOR233W"	"YOR233W"	"S000005759"	"core_gene"	"S288C"	"NO"
"7193-YOR234C"	"YOR234C"	"S000005760"	"core_gene"	"S288C"	"NO"
"7194-YOR235W"	"YOR235W"	"S000005761"	"core_gene"	"S288C"	"NO"
"7195-YOR236W"	"YOR236W"	"S000005762"	"core_gene"	"S288C"	"YES"
"7196-YOR237W"	"YOR237W"	"S000005763"	"core_gene"	"S288C"	"NO"
"7197-YOR238W"	"YOR238W"	"S000005764"	"core_gene"	"S288C"	"NO"
"7198-YOR239W"	"YOR239W"	"S000005765"	"core_gene"	"S288C"	"NO"
"7199-YOR241W"	"YOR241W"	"S000005767"	"core_gene"	"S288C"	"YES"
"7200-YOR242C"	"YOR242C"	"S000005768"	"core_gene"	"S288C"	"NO"
"7201-YOR243C"	"YOR243C"	"S000005769"	"core_gene"	"S288C"	"NO"
"7202-YOR244W"	"YOR244W"	"S000005770"	"core_gene"	"S288C"	"NO"
"7203-YOR245C"	"YOR245C"	"S000005771"	"core_gene"	"S288C"	"YES"
"7204-YOR246C"	"YOR246C"	"S000005772"	"core_gene"	"S288C"	"NO"
"7205-YOR247W_NumOfGenes_2"	"YOR247W"	"S000005773"	"core_gene"	"S288C"	"NO"
"7206-YOR249C"	"YOR249C"	"S000005775"	"core_gene"	"S288C"	"NO"
"7207-YOR250C"	"YOR250C"	"S000005776"	"core_gene"	"S288C"	"NO"
"7208-YOR251C"	"YOR251C"	"S000005777"	"core_gene"	"S288C"	"YES"
"7209-YOR252W"	"YOR252W"	"S000005778"	"core_gene"	"S288C"	"NO"
"7210-YOR253W"	"YOR253W"	"S000005779"	"core_gene"	"S288C"	"NO"
"7211-YOR254C"	"YOR254C"	"S000005780"	"core_gene"	"S288C"	"NO"
"7212-YOR255W"	"YOR255W"	"S000005781"	"core_gene"	"S288C"	"NO"
"7213-YOR256C"	"YOR256C"	"S000005782"	"core_gene"	"S288C"	"NO"
"7214-YOR257W"	"YOR257W"	"S000005783"	"core_gene"	"S288C"	"NO"
"7215-YOR258W"	"YOR258W"	"S000005784"	"core_gene"	"S288C"	"NO"
"7216-YOR259C"	"YOR259C"	"S000005785"	"core_gene"	"S288C"	"NO"
"7217-YOR260W"	"YOR260W"	"S000005786"	"core_gene"	"S288C"	"NO"
"7218-YOR261C"	"YOR261C"	"S000005787"	"core_gene"	"S288C"	"NO"
"7219-YOR262W"	"YOR262W"	"S000005788"	"core_gene"	"S288C"	"NO"
"7220-YOR263C"	"YOR263C"	"S000005789"	"Variable"	"S288C"	"NO"
"7221-YOR264W"	"YOR264W"	"S000005790"	"core_gene"	"S288C"	"NO"
"7222-YOR265W"	"YOR265W"	"S000005791"	"core_gene"	"S288C"	"NO"
"7223-YOR266W"	"YOR266W"	"S000005792"	"core_gene"	"S288C"	"NO"
"7224-YOR267C"	"YOR267C"	"S000005793"	"core_gene"	"S288C"	"NO"
"7225-YOR268C"	"YOR268C"	"S000005794"	"core_gene"	"S288C"	"NO"
"7226-YOR269W"	"YOR269W"	"S000005795"	"core_gene"	"S288C"	"NO"
"7227-YOR270C"	"YOR270C"	"S000005796"	"core_gene"	"S288C"	"YES"
"7228-YOR271C"	"YOR271C"	"S000005797"	"core_gene"	"S288C"	"NO"
"7229-YOR272W"	"YOR272W"	"S000005798"	"core_gene"	"S288C"	"NO"
"7230-YOR273C"	"YOR273C"	"S000005799"	"core_gene"	"S288C"	"YES"
"7231-YOR274W"	"YOR274W"	"S000005800"	"core_gene"	"S288C"	"NO"
"7232-YOR275C"	"YOR275C"	"S000005801"	"core_gene"	"S288C"	"NO"
"7233-YOR276W_NumOfGenes_2"	"YOR276W"	"S000005802"	"core_gene"	"S288C"	"NO"
"7234-YOR278W"	"YOR278W"	"S000005804"	"core_gene"	"S288C"	"YES"
"7235-YOR279C"	"YOR279C"	"S000005805"	"core_gene"	"S288C"	"NO"
"7236-YOR280C"	"YOR280C"	"S000005806"	"core_gene"	"S288C"	"NO"
"7237-YOR281C"	"YOR281C"	"S000005807"	"core_gene"	"S288C"	"NO"
"7238-YOR282W"	"YOR282W"	"S000005808"	"core_gene"	"S288C"	"NO"
"7239-YOR283W"	"YOR283W"	"S000005809"	"core_gene"	"S288C"	"YES"
"7240-YOR284W"	"YOR284W"	"S000005810"	"core_gene"	"S288C"	"NO"
"7241-YOR285W"	"YOR285W"	"S000005811"	"core_gene"	"S288C"	"YES"
"7242-YOR286W"	"YOR286W"	"S000005812"	"core_gene"	"S288C"	"YES"
"7243-YOR287C"	"YOR287C"	"S000005813"	"core_gene"	"S288C"	"NO"
"7244-YOR288C"	"YOR288C"	"S000005814"	"core_gene"	"S288C"	"NO"
"7245-YOR289W"	"YOR289W"	"S000005815"	"core_gene"	"S288C"	"NO"
"7246-YOR290C"	"YOR290C"	"S000005816"	"core_gene"	"S288C"	"NO"
"7247-YOR291W"	"YOR291W"	"S000005817"	"core_gene"	"S288C"	"NO"
"7248-YOR292C"	"YOR292C"	"S000005818"	"core_gene"	"S288C"	"NO"
"7249-YOR293C-A"	"YOR293C-A"	"S000028858"	"Variable"	"S288C"	"NO"
"7250-YOR293W"	"YOR293W"	"S000005819"	"core_gene"	"S288C"	"NO"
"7251-YOR294W"	"YOR294W"	"S000005820"	"core_gene"	"S288C"	"NO"
"7252-YOR295W"	"YOR295W"	"S000005821"	"core_gene"	"S288C"	"NO"
"7253-YOR296W"	"YOR296W"	"S000005822"	"core_gene"	"S288C"	"NO"
"7254-YOR297C"	"YOR297C"	"S000005823"	"core_gene"	"S288C"	"NO"
"7255-YOR298C-A"	"YOR298C-A"	"S000007253"	"core_gene"	"S288C"	"NO"
"7256-YOR298W"	"YOR298W"	"S000005824"	"core_gene"	"S288C"	"NO"
"7257-YOR299W"	"YOR299W"	"S000005825"	"core_gene"	"S288C"	"NO"
"7258-YOR300W"	"YOR300W"	"S000005826"	"core_gene"	"S288C"	"NO"
"7259-YOR301W"	"YOR301W"	"S000005827"	"core_gene"	"S288C"	"NO"
"7260-YOR302W"	"YOR302W"	"S000005828"	"core_gene"	"S288C"	"NO"
"7261-YOR303W"	"YOR303W"	"S000005829"	"core_gene"	"S288C"	"YES"
"7262-YOR304C-A"	"YOR304C-A"	"S000005830"	"core_gene"	"S288C"	"NO"
"7263-YOR304W"	"YOR304W"	"S000005831"	"core_gene"	"S288C"	"NO"
"7264-YOR305W"	"YOR305W"	"S000005832"	"core_gene"	"S288C"	"NO"
"7265-YOR306C"	"YOR306C"	"S000005833"	"core_gene"	"S288C"	"NO"
"7266-YOR307C"	"YOR307C"	"S000005834"	"core_gene"	"S288C"	"NO"
"7267-YOR308C"	"YOR308C"	"S000005835"	"core_gene"	"S288C"	"NO"
"7268-YOR309C"	"YOR309C"	"S000005836"	"Variable"	"S288C"	"NO"
"7269-YOR310C"	"YOR310C"	"S000005837"	"core_gene"	"S288C"	"NO"
"7270-YOR311C"	"YOR311C"	"S000005838"	"core_gene"	"S288C"	"YES"
"7271-YOR312C"	"YOR312C"	"S000005839"	"core_gene"	"S288C"	"NO"
"7272-YOR313C"	"YOR313C"	"S000005840"	"core_gene"	"S288C"	"NO"
"7273-YOR314W"	"YOR314W"	"S000005841"	"core_gene"	"S288C"	"NO"
